,brand,model_name,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,owners,pts,wd,wheel,state,tax,customs,price
144,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1369900₽
145,Kia,Kia Cerato IV,седан,синий,2.0,150,Бензин,2823,2021,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,5250,Растаможен,1738000₽
146,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Оранжевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1375900₽
147,Kia,Kia Sportage III,внедорожник 5 дв.,чёрный,2.0,150,Бензин,105508,2013,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,5250,Растаможен,1125000₽
148,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1289900₽
149,Land,Land Rover Discovery IV,внедорожник 5 дв.,красный,3.0,245,Дизель,132000,2012,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,18375,Растаможен,1595000₽
150,BMW,BMW 5 серии 530d xDrive VI (F10/F11/F07) Рестайлинг,седан,белый,3.0,258,Дизель,89967,2014,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,38700,Растаможен,2477000₽
151,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1611584₽
152,Kia,Kia Sportage III,внедорожник 5 дв.,чёрный,2.0,150,Бензин,105508,2013,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,5250,Растаможен,1125000₽
153,Land,Land Rover Discovery IV,внедорожник 5 дв.,красный,3.0,245,Дизель,132000,2012,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,18375,Растаможен,1595000₽
154,BMW,BMW 5 серии 530d xDrive VI (F10/F11/F07) Рестайлинг,седан,белый,3.0,258,Дизель,89967,2014,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,38700,Растаможен,2477000₽
155,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 880900₽
156,Kia,Kia Optima IV,седан,белый,2.4,188,Бензин,83000,2017,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,9400,Растаможен,1645000₽
157,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Красный,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 895900₽
158,Mercedes-Benz,"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",седан,чёрный,2.0,184,Бензин,159000,2018,автоматическая,2 владельца,Оригинал,задний,Левый,Не требует ремонта,9200,Растаможен,2353000₽
159,Hyundai,Hyundai Elantra VI (AD) Рестайлинг,седан,белый,1.6,128,Бензин,62753,2019,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,4480,4 месяца,1499000₽
160,Jeep,Jeep Wrangler III (JK),внедорожник 5 дв.,серый,3.6,286,Бензин,39000,2016,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,42900,Растаможен,
161,Kia,Kia Sorento II Рестайлинг,внедорожник 5 дв.,чёрный,2.4,175,Бензин,118081,2013,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,7875,Растаможен,1342000₽
162,Nissan,Nissan Terrano III (D10),внедорожник 5 дв.,серый,2.0,143,Бензин,58932,2018,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5005,Растаможен,1196000₽
163,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Бежевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1235900₽
164,Nissan,Nissan Teana III,седан,серый,2.5,173,Бензин,101000,2015,вариатор,2 владельца,Оригинал,передний,Левый,Не требует ремонта,7785,Растаможен,1085000₽
165,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 880900₽
166,Toyota,Toyota Alphard II,минивэн,чёрный,3.5,275,Бензин,136000,2013,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,41250,Растаможен,2295000₽
167,BMW,BMW 5 серии 530d xDrive VII (G30/G31),седан,чёрный,3.0,249,Дизель,53979,2019,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,18675,Растаможен,4136000₽
168,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 880900₽
169,BMW,BMW 5 серии 520i VI (F10/F11/F07),седан,коричневый,2.0,184,Бензин,175295,2012,автоматическая,3 или более,Оригинал,задний,Левый,Не требует ремонта,9200,Растаможен,1300000₽
170,Nissan,Nissan X-Trail II Рестайлинг,внедорожник 5 дв.,чёрный,2.5,169,Бензин,133000,2011,вариатор,1 владелец,Оригинал,полный,Левый,Не требует ремонта,7605,Растаможен,1045000₽
171,Land,Land Rover Discovery Sport I,внедорожник 5 дв.,серый,2.0,150,Дизель,65998,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5250,Растаможен,3166000₽
172,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1016900₽
173,Nissan,Nissan Pathfinder IV,внедорожник 5 дв.,серебристый,3.5,249,Бензин,100000,2015,вариатор,1 владелец,Оригинал,полный,Левый,Не требует ремонта,18675,Растаможен,1695000₽
174,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1375900₽
175,Toyota,Toyota Camry VIII (XV70),седан,чёрный,2.5,181,Бензин,33500,2020,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,9050,Растаможен,2521000₽
176,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 839900₽
177,Jaguar,Jaguar F-Pace I,внедорожник 5 дв.,белый,3.0,300,Дизель,44720,2018,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,45000,Растаможен,4254000₽
178,Toyota,Toyota Land Cruiser Prado 150 Series,внедорожник 5 дв.,чёрный,3.0,173,Дизель,175576,2011,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,7785,Растаможен,2277000₽
179,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1375900₽
180,Skoda,Skoda Rapid I Рестайлинг,лифтбек,белый,1.6,110,Бензин,107000,2018,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2750,3 года и 7 месяцев,1200000₽
181,Land,Land Rover Range Rover Evoque 9-speed I,внедорожник 5 дв.,красный,2.2,190,Дизель,118000,2013,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,9500,Растаможен,1845000₽
182,Ford,Ford Fusion I Рестайлинг,хэтчбек 5 дв.,серый,1.6,101,Бензин,104000,2011,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,2525,4 года и 3 месяца,515000₽
183,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,1195900₽
184,Opel,Opel Meriva B,компактвэн,белый,1.4,100,Бензин,118100,2012,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,1200,Растаможен,655000₽
185,Nissan,Nissan Qashqai II,внедорожник 5 дв.,красный,2.0,144,Бензин,64008,2017,вариатор,2 владельца,Оригинал,передний,Левый,Не требует ремонта,5040,Растаможен,1353000₽
186,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,1465900₽
187,Volkswagen,Volkswagen Caddy Maxi IV,компактвэн,белый,2.0,102,Дизель,118670,2017,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2550,Растаможен,1925000₽
